xml:id,forename,surname,addName,role,trait_texts,birth_date,birth_place,death_date,death_place,nationality,works,ulan,bnf,viaf,isni,vat,wikidata
SamuelMarolois,Samuel,Marolois,le Marolois; Marolois,ingénieur des fortifications des Provinces-Unies,"mathématicien ou mathématicienne, ingénieur militaire, ingénieur ou ingénieure, écrivain militaire",1572,Valenciennes,1627-01-01,La Haye,Provinces-Unies,,,14912871p,50120873,0000000066329424,,Q3261976
Mars,Mars,Mars,Mars; Marte,dieu romain de la guerre,N/A,,N/A,,N/A,,,,,101084029,,,Q112
JeanMartin,Jean,Martin,JANI MARTINI; Jehan Martin; Jean Martin; Jan Martin,humaniste et traducteur français (v. 1507-1553),"Secretary of the French bishop, Robert de Lenoncourt | secrétaire du cardinal Robert de Lenoncourt",1507-00-00,Paris,1553,N/A,France,,500322166,12462195n,100973093,0000000076903637,495/260584,Q2482957
SaintMartin,Martin,Martin de Tours,Martin de Tours; Sainct Martin,saint catholique et orthodoxe,"prêtre catholique, soldat, évêque catholique",0316,Szombathely,0397-11-08,Candes-Saint-Martin,Rome antique,,500357034,119423647,73825464,0000000120999999,495/321474,Q133704
SaintMartine,Martine,Martine,Martine de Rome; Santa Martina,sainte romaine et martyr,N/A | Vierge martyre du IIIe siècle,,N/A,0228-01-01,Rome,Rome antique,,,,102735638,,,Q272101
Masaccio,Masaccio,Masaccio,Masaccio; Masaccio de Saint Jean de Val d’Arno; Florence; MASACCIO; Masacio,peintre italien (1401-1428),"Masaccio's father was the notary Ser Giovanni di Mone (Simone) Cassai. When Ser Giovanni died in 1406, Masaccio's mother, Jacopa di
            Martinozzo di Dino, married Tedesco di Feo, an apothecary in Masaccio's native San Giovanni (located between Florence and Arezzo).
            Masaccio is recorded as a ""painter"" by the age of 16, and a few years later he was listed among painters in the guild records of the Arte
            de' Medici e Speziali. It is a tradition that Masaccio's master was Masolino, with whom he later often collaborated; however, this is
            unlikely because Masolino was not a member of the painters' guild until 1423, and thus would not have had apprentices during Masaccio's
            youth. Masaccio is often noted as the founder of Italian Renaissance painting, because he learned from the intial experiments of Giotto to
            create figures, drapery, and objects as fully three-dimensional with gravitational weight. In addition, his pictorial space is arranged by
            using linear perspective, light and shadow are portrayed as if light were entering this space from a single source, and his figures appear
            to be present, conscious characters who react and display emotion. Giorgio Vasari, a 16th-century biographer of artists, explained that
            Masaccio followed in the footsteps of sculptors Brunelleschi and Donatello, even though he worked in the medium of painting.",1401-12-21,Castel San Giovanni,1428-01-01,Roma,Italie,,500026649,11945583s,7368513,0000000121191860,495/43515,Q5811
MasolinoDaPanicale,Panicale,Masolino da,,peintre italien,dit Masolino da Panicale,1383,Panicale,1447,Florence,Italie,,500004819,119455844,14747968,000000036927036X,495/32714,Q318117
GiovanniAntonioMassani,Giovanni Antonio,Massani,Giovanni Atanasio Mosini; GIOVANNI ATANASIO MOSINI,,on trouve aussi le pseudonyme Giovanni Atanasio Mosini,,,,,,,,,,,,
GirolamoMassei,Girolamo,Massei,on le trouve également sous le nom de famille de Mazzei; Girolamo Mazzei; Geronimo Massei,peintre italien,on le trouve également sous le nom de famille de Mazzei.,1540-00-00,Lucca,1620-00-00,Lucca,,,500102489,,270159613677541030004,,,Q20735489
CamilloMassimi,Camillo,Massimi,Carlo Camillo II Massimo; Prélat Massimi; M. Massimi,prélat catholique,"personnalité politique, numismate, prêtre catholique",1620-07-20,Rome,1677-09-12,Rome,,,500199400,13738027c,69741461,0000000080234878,495/281900,Q1081418
FilippoMassini,Filippo,Massini,ESTATICO,auteur,l'Estatico,,,,,,,,,,,,
JacobMatham,Jacob,Matham,Mathan; Matam,"artist, publishers, engraver, draftsman, painter, printmaker",He took over Hendrick Goltzius' print publishing business probably as early as 1598. Comment on works: Engraver; Draughtsman,1571-10-15,Haarlem,1631-01-20,Haarlem,Provinces-Unies,,500029969,123912954,2555318,000000008076107X,495/71029,Q577044
MicheleDiMatteo,Michele,Matteo,Michele di Matteo,peintre italien,Comment on works: religious,1350,Bologne,1480,N/A,,,500020908,,95809945,,,Q6836872
SaintMatthieu,Matthieu,Matthieu,Matthieu; San Matteo; S. Matieu; S.Matteo,apôtre et évangéliste du Nouveau Testament,"receveur des finances, prêtre chrétien, publicain",0010-01-01,Terre d'Israël,0074,Éthiopie,,,,,316749278,0000000095188544,,Q43600
MatthijsBril,Bril,Matthijs,MATHIEU BRIL,peintre flamand du 16ème siècle,,1550-01-01,Antwerpen,1583-06-08,Roma,Pays-Bas méridionaux,,500007303,150437757,37201255,0000000066346013,495/299926,Q1908666
PierandreaMattioli,Pierandrea,Mattioli,Pierandrea Mattioli; Matheole,médecin et botaniste italien,"botaniste, médecin",1501-03-12,Sienne,1578-11-30,Trente,Saint-Empire romain germanique,,,119151712,61549376,0000000109069133,495/114930,Q457191
ClaudeMaugis,Claude,Maugis,Claude Maugis; Abbé de Saint Ambroise,n/a,"aumônier, collectionneur ou collectionneuse d'œuvres d'art | Abbé de Saint Abroise",1600-01-01,Bourges,1658-07-12,Paris,,,500322294,,194912531,,495/372400,Q95297348
PaulMaupin,Paul,Maupin,Paul Maupin,graveur,,,,,,,,,,,,,
SaintMaurice,Maurice,Maurice d'Agaune,Maurice d'Agaune; saint Maurice,"chef de la légendaire légion thébaine, saint catholique",soldat,0250,Thèbes,0287-01-01,Saint-Maurice,Rome antique,,,,77108209,,495/87744,Q316599
Mausole,Mausole,Mausole,Mausole,satrape de Carie,souverain,0410,Carie,0353-01-01,Halicarnasse,,,500372660,14979323c,232149196510774791913,0000000010589390,,Q296857
Maxence,Maxence,Maxence,Empereur; Maxence,empereur romain de 306 à 312,personnalité politique,0278-01-01,Rome,0312-10-28,pont Milvius,Rome antique,,500354163,12470721g,3920874,0000000097853587,495/52642,Q182070
MaximilienIDuc,Maximilien,Maximilien Ier,Maximilien Ier de Bavière; Maximilien Duc de Baviére,duc puis électeur de Bavière,aristocrate,1573-04-17,Munich,1651-09-27,Ingolstadt,Électorat de Bavière,,,,8179803,0000000108549813,495/54194,Q57206
JulesMazarin,Jules,Mazarin,"Mazarin, Cardinal Mazarin; Mazarin","cardinal catholique, diplomate et principal ministre d'État","diplomate, personnalité politique, prêtre catholique, collectionneur ou collectionneuse d'œuvres d'art, évêque catholique | Cardinal et principal ministre de Louis XIV de 1643 à 1661",1602-07-14,Pescina,1661-03-09,Vincennes,France,,500354043,121112687,17254063,0000000121223121,495/29187,Q166056
GiovanniAmbrogioMazenta,Giovanni Ambrogio,Mazenta,Giovanni Ambrosio Mazzenta; Giovanni Ambrosio,architecte italien,on trouve aussi Giovanni Ambrosio Mazzenta,1565-01-01,Milano,1635-12-23,Roma,,,500074326,,69828068,0000000066332631,495/218757,Q3766382
GuidoMazenta,Guido,Mazenta,N/A; Guido Mazzenta; Guido Mazenta; Signor Guido,n/a,"personnalité politique, aristocrate",,Milan,1613-02-11,Venise,,,,,,,,Q108057281
GiacomoMazzocchi,Giacomo,Mazzocchi,lacobi Mazochii,,imprimeur-libraire du XVe siècle,,,,,,,,,,,,
Parmigianino,Girolamo Francesco Maria,Mazzola,Parmigianino; Francesco Parmegiano; François Mazzolin; François Permessan; François Parmesan; FRANGOIS MASSOLIN; FRANCOIS MAZZOLI; François Mazzuolo; le Parmesan; le Parmésan; Le Parmesan; LE PARMESAN; le Parmezan; Parmegiano; Parmigiano; Permessan; Parmésan; Parmesan; Mazzuoli; Parmésan,peintre italien (1503-1540),"Parmigianino was a precocious artist who lived a short life. He was a success in the shadow of Correggio in Parma, and was then
            successful also in the Rome of Clement VII. In Rome he executed a few large-scale works and learned printmaking. After the Sack of Rome in
            1527, he returned to North Italy, where in his final decade he created some remarkable Mannerist works. His works included small panels
            and large-scale frescoes, sacred and profane subjects, portraits, and drawings of scenes from everyday life and of erotica. Italian
            painter. Comment on works: History; Portraits. | dit Parmigianino ou Le Parmesan en français",1503-01-11,Parma,1540-08-24,Casalmaggiore,Italie,,500012615,119729170,17231857,0000000121222460,495/51119,Q9348
GirolamoMazzolaBedoli,Girolamo,Mazzola Bedoli,Jerôme Mazzuolo,peintre italien,A student of Parmigianino; he added the Mazzola surname of his teacher to his own name. | Jérôme Mazzuolo,1500,Viadana,1569,Parma,Italie,,500029049,13329847j,57425974,0000000120264335,495/245361,Q1527051
LudovicoMazzolino,Ludovico,Mazzolino,Louis Malino; Mazzolino,peintre italien,Louis Malino pour Monier ??,1480-01-01,Ferrara,1528-01-01,Ferrara,Italie,,500024405,,70567876,0000000081504729,,Q1351631
GiuseppeMeda,Giuseppe,Meda,Giuseppe il Meda; Gioseppe Meda,peintre italien,,1534-01-01,Milan,1599-01-01,N/A,,,500008368,166064117,295196765,0000000435268867,,Q3108095
EleonoraMedici,Eleonora,Medici,Éléonore de Médicis; MADAMA LEONORA MEDICI GONZAGA,duchesse de Mantoue,collectionneur ou collectionneuse d'œuvres d'art | épouse de Vincent Ier Gonzague,1567-02-28,Florence,1611-09-09,Cavriana,,,,,815020,0000000078214448,495/180083,Q1991420
PieIV,Giovanni Angelo,Medici,Pie IV,"224e pape de l’Église catholique, de 1559 à 1565","prêtre catholique, évêque catholique | Pape sous le nom de Pie IV",1499-03-31,Milan,1565-12-09,Rome,États pontificaux,,500324153,11683138p,76309925,0000000121400028,495/4584,Q161983
FerdinandIDeMedicis,Ferdinand de,Medicis,Ferdinand Ier de Médicis; Ferdinand de Medicis,cardinal italien et grand-duc de Toscane,"prêtre catholique, personnalité politique, mécène | Grand duc de Toscane de 1587 à 1609",1549-07-30,Florence,1609-02-03,Florence,grand-duché de Toscane,,500260482,135730745,292820183,0000000435292023,495/20437,Q297483
LeonX,Jean de,Medicis,Leon X; Leon dixiesme; Pape Leon X.; Leon dixiéme; sa Saincteté; Leone decimo; Leonis X; Leone X.; Leone X; Léon X; Leone,"217e pape de l'Église catholique, de 1513 à 1521","prêtre catholique de rite romain, prêtre catholique | Pape sous le nom de Léon X",1475-12-11,Florence,1521-12-01,Rome,États pontificaux,,500121783,11682016v,96579640,000000012096688X,495/3125,Q49237
BernardMedon,Bernard,Medon,BERNARDUS MEDONIUS; Mr. Medon,,,,,,,,,,,,,,
Medee,Médée,Medée,Médée; Medée,personnage de la mythologie grecque,N/A,,N/A,,N/A,,,,,172332095,,,Q174278
MehmedII,Mehmed,,Mehmed II; Mahomet second; Mahomet II; Maumeth,sultan ottoman de 1444 à 1446 et de 1451 à 1481 connu pour avoir conquis Constantinople,"monarque, poète ou poétesse | Mehmet II le Conquérant ou Mehmed II « Fatih ». On trouve Maumeth chez Lomazzo (Idea).",1432-03-30,Edirne,1481-05-03,Gebze,,,500354839,13328343j,86538783,000000010851459X,495/16564,Q34503
PomponiusMela,Pomponius,Mela,Pomponius Mela; Pompone Mela; Mela,géographe romain du Ier siècle,"géographe, écrivain ou écrivaine, historien ou historienne",0015,Algésiras,0100-01-01,Rome,Rome antique,,,121174358,34489209,0000000079732132,495/30348,Q297515
Melanthius,Mélanthios,Melanthius,Mélanthios; Mélantheus; MELANTHIUS; Melanthius; Melanthe,peintre grec de l'Antiquité,artiste peintre,,Sicyone,,N/A,,,500102313,,96440653,,,Q5655448
ClaudeMellan,Claude,Mellan,Melan,peintre et graveur français,Comment on works: Primarily known as engraver; History; Portraits,1598-05-23,Abbeville,1688-09-09,Paris,France,,500026391,12131103s,73888233,0000000121394377,495/87379,Q1274026
HenriMellein,Henri,Mellein,Henri Mellein,peintre,,,,,,,,,,,,,
FranciscoDeMelo,Francisco de,Melo,Francisco de Melo,"général, homme d'état et diplomate portugais","homme d'État, diplomate, officier, militaire",1597-01-01,Estremoz,1651-12-18,Madrid,royaume de Portugal,,,,3914229,0000000059337119,,Q252902
FrancescoMelzi,Francesco,Melzi,Francesco Melzi; François Melzi; Melzi,peintre italien,N/A,1492,Milano,1570,Vaprio d'Adda,Italie,,500020383,,30391435,0000000117693438,,Q469379
OrazioMelzi,Orazio,Melzi,Oratio Melzi; il Melzi; Melzi,,fils de Francesco Melzi,,,,,,,,,,,,
LippoMemmi,Lippo,Memmi,Lippo Memmi,peintre italien,Comment on works: religious,1291-01-01,Sienne,1356-01-01,Sienne,Italie,,500031555,,47562574,0000000115695894,,Q504963
SimoneMemmi,Simone,Memmi,Simone Martini; SIMON MEMMI; Sinon Memmi; Simon Memmi,peintre italien,"Martini was active as a painter in central Italy (mostly Siena), Naples and Avignon and he is considered one of the outstanding painters
            of 14th-century Europe. He is known for his grand formal altarpieces involving a range of decorative techniques that were simply beyond
            the reach of most of his contemporaries.His documented oeuvre is also noteworthy for its rich contrasts, moving freely between descriptive
            realism and abstract decoration, thus revealing a restless and innovative artistic temperament. Outstanding works include his ""Maestà""
            (1315 and 1321), the altarpiece of ""St. Louis of Toulouse"" (1317), and the fresco decoration and stained glass designs for the Chapel of
            St. Martin in the lower church of S. Francesco, Assisi. Although he is better documented than most of his peers, there are still remain
            many questions regarding chronology and attribution. He may have trained in the workshop of Duccio. | Simone Martini",1284-01-01,Siena,1344-08-01,Avignon,Italie,,500399029,12157227x,101100651,0000000116925591,495/22709,Q221043
Memnon,Memnon,Memnon,Memnon; Menone,personnage de la mythologie grecque,personnalité politique,,N/A,,N/A,,,,15054493s,315182907,,,Q506781
Menecmo,Ménechme,Menecmo,Menechino,mathématicien antique,"mathématicien ou mathématicienne, astronome | Mathématicien précepteur d'Alexandre le Grand. On trouve aussi ""Menechino"".",0375,N/A,0300,Cyzique,,,,,69321357,,,Q451566
AlessandroMenganti,Alessandro,Menganti,Alexandre Minganti,"Adorateur Richard kalonji Kalunda né en République démocratique du Congo précisément en mbuji mayi, est un musicien compositeur interprète chrétienne gospel","sculpteur ou sculptrice, orfèvre, médailleur",1531-01-01,Bologne,1594-01-01,Bologne,,,,,52563011,000000001941612X,,Q64577318
FrancescoMerano,Francesco,Merano,il Paggio; le Paggio,peintre italien,N/A | dit Il Paggio,1619-01-01,Gênes,1657-01-01,N/A,,,500019576,,95801557,,,Q3081022
Mercure,Mercure,Mercure,Mercure; Mercurio; Hermete; Ermete,dieu romain,N/A,,N/A,,N/A,,,,,102459012,,,Q1150
GirolamoMercuriale,Girolamo,Mercuriale,Girolamo Mercuriale; Mercurialis,médecin et auteur italien du XVIe siècle,"linguiste, professeur ou professeure d'université, médecin",1530-09-30,Forlì,1606-11-08,Forlì,États pontificaux,,,12215597s,22191701,0000000120998152,495/15492,Q980560
ManiusValeriusMaximusCorvinusMessalla,Manius Valerius Maximus,Messalla Corvinus,Manius Valerius Maximus Corvinus Messalla; Valerius Corvinus; Valerius Maximus; Valerius Messala; Valerius; Corvinus; Mexala,consul romain,"homme politique de la Rome antique, militaire romain",0300,Rome antique,0300-01-01,N/A,Rome antique,,,,,,,Q715220
AntonelloDeMessine,Antonello,Messine,Antonello de Messine; Antonelle de Messine; ANTOINE DE MESSINE; Antoine de Messine; Antonelle,peintre italien de la Renaissance (1430–1479),"Comment on works: Religious, Portraits",1430-01-01,Messine,1479-01-01,Venise,royaume de Sicile,,500007324,119525133,14972227,0000000108726154,495/18260,Q5594
Metagenes,Métagénès,Metagenes,Métagénès; Metagenes; Metagene,architecte antique actif à Éphèse,"architecte, inventeur",0550,Cnossos,,N/A,,,,,,,,Q862593
Metellus,,Metellus,Metellus,,,,,,,,,,,,,,
MethodiusI,Méthode,Methodius I,Méthode Ier de Constantinople; Methodius,patriarche de Constantinople (843-847),"prêtre, théologien ou théologienne | Patriarche de Constantinople",0788,Syracuse,0847-06-14,Constantinople,Empire byzantin,,,,42197025,0000000395913840,495/303565,Q1256661
Metion,Métion,Metion,Métion; Metion,personnage de la mythologie grecque,N/A,,N/A,,N/A,,,,,,,,Q591842
QuintenMetsys,Quinten,Metsys,Quintin de Louvain; QUINTIN MESSIS; Quintin,peintre flamand (1466-1530),Comment on works: History; Portraits; Religious,1466,Leuven,1530-01-01,Antwerpen,duché de Brabant,,500025017,121915750,17495748,0000000108755334,495/15166,Q314275
SaintMichel,Michel,Michel,Saint Michel; San Michelangelo; Sainct Michel; San Michele,"archange dans le judaïsme, le christianisme et l'islam",N/A,,N/A,,N/A,,,,15124791g,49524228,0000000079950674,495/85947,Q45581
MichelIRhangabe,Michel,Michel Ier,Michel Ier Rhangabé; Michel Curopolate,empereur byzantin de 811 à 813,personnalité politique | Empereur byzantin de 811 à 813,0770,Constantinople,0844-01-11,Kınalıada,Empire byzantin,,,,,,,Q41652
MichelIIAmorien,Michel,Michel II,Michel II l'Amorien; Michel le Begue,empereur byzantin de 820 à 829,chef militaire | Empereur byzantin de 820 à 829,0770,Amorium,0829-10-02,Constantinople,Empire byzantin,,,,89203027,,,Q41640
Michelozzo,Michelozzo,Michelozzi,Michelozzo; Michellozzo-Michel,architecte et sculpteur italien de la Renaissance (1396-1472),N/A,1396-01-01,Firenze,1472,Firenze,,,500032603,12232320b,40170664,0000000071004480,495/4242,Q309736
PierreBourdelot,Pierre,Michon Bourdelot,Pierre Michon Bourdelot; signor Bourdelot; PIETRO BOURDELOT,médecin français du XVIIe siècle,"médecin, artiste peintre, anatomiste",1610-02-01,Sens,1684-02-06,Paris,royaume de France,,,12398348k,44383160,0000000083432626,495/115244,Q463469
Micon,Micon,Micon,Micon; Miron,peintre antique,"artiste peintre, sculpteur ou sculptrice",0500,Athènes,0500,N/A,Athènes,,500058184,,52501829,,,Q1387790
Midas,Midas,Midas,Midas,roi de Phrygie et personnage de la mythologie gréco-romaine,dirigeant ou dirigeante,,N/A,,Gordion,Phrygie,,,146074685,30335859,,,Q308398
